UNITID,TUITION2
121257,43136
121275,25120
121309,28900
121345,41120
121363,1288
121381,14739
121619,1104
121628,.
121691,39038
121707,1104
121886,1104
121901,1380
121983,12240
122117,6500
122180,0
122205,728
122296,39456
122339,1104
122366,15270
122375,1104
122384,1104
122409,5472
122436,39486
122454,35748
122506,37600
122597,5472
122603,.
122612,38490
122649,.
122658,1104
122685,16787
122694,16290
122728,21452
122746,1288
122755,5472
122791,1344
122834,11322
122843,14678
122852,11162
122889,1288
122931,40572
122977,1104
123013,1242
123095,.
123165,43406
123217,1288
123280,9600
123299,1104
123341,1104
123396,10000
123448,.
123457,22400
123484,1104
123509,1080
123527,0
123554,38300
123563,1380
123572,5472
123633,7650
123651,28500
123800,1288
123855,.
123916,.
123943,.
123952,33276
123961,43722
123970,.
124113,1395
124283,.
124292,23600
124487,10755
125028,1288
125037,.
125091,1104
125170,1104
125231,10725
125462,1380
125471,1218
125499,1104
125718,.
125727,35920
125763,38280
125897,31925
126012,.
126030,.
126049,.
126076,12000
126119,1124
126182,3816
126207,2538
126289,2706
126359,10425
126401,14040
126410,15200
126562,6384
126580,5640
126605,13851
126614,8056
126669,18540
126678,41332
126702,17532
126711,2850
126748,2706
126775,13590
126818,6875
126827,11184
126863,2540
126872,16154
126924,8400
126942,2706
126979,.
127024,14052
127060,38232
127185,4800
127200,2706
127273,.
127389,2706
127556,5695
127565,4304
127617,2706
127653,27510
127680,11700
127699,11700
127714,10050
127732,2706
127741,5214
127778,3383
127787,15660
127820,2706
127884,2706
127909,2706
127918,31200
127945,27648
128106,5494
128151,2280
128258,2706
128328,0
128391,4627
128425,7750
128498,27888
128577,3192
128586,5745
128683,18780
128726,9850
128744,25950
128771,4285
128780,5880
128902,44570
129002,17821
129020,8712
129154,18900
129215,4285
129242,41090
129367,3168
129428,.
129491,.
129525,30618
129534,10080
129543,3192
129613,15754
129686,26904
129695,3192
129729,3192
129756,3192
129774,26776
129808,3192
129941,31500
130004,3192
130040,3192
130110,12600
130174,17821
130183,26250
130217,3192
130226,36510
130253,33780
130314,30408
130396,3192
130448,18600
130493,4285
130581,.
130590,43570
130606,3192
130624,0
130697,45358
130776,4285
130785,.
130794,42300
130837,4800
130891,2880
130907,2880
130916,2880
130934,6506
130943,10150
130989,20820
131098,21512
131113,9660
131159,38982
131283,36320
131308,30930
131399,6624
131405,.
131450,12430
131469,43660
131496,42360
131520,21450
131803,14850
131830,8600
131876,20550
131973,.
132338,17604
132408,9000
132471,28160
132523,.
132602,14410
132657,31100
132693,1892
132709,1810
132806,19328
132842,11304
132851,1910
132879,9552
132903,4426
132976,2773
133021,2365
133085,15680
133386,3134
133465,16185
133492,35620
133508,2508
133526,11158
133553,29520
133650,3100
133669,2480
133702,2076
133711,15340
133809,13020
133872,10200
133881,35460
133951,4668
133960,2483
133979,12384
133997,17460
134079,26600
134097,4587
134130,4425
134149,14796
134237,18321
134343,2042
134422,10785
134495,1931
134510,4840
134608,2496
134680,15086
134811,17604
134909,17748
134945,29100
135063,7320
135081,14784
135160,2369
135188,3142
135364,5352
135391,2365
135522,2752
135610,10608
135717,2483
135726,39980
135939,15549
135957,15552
136011,15552
136066,13500
136075,18486
136145,2280
136172,3806
136206,20040
136215,23850
136233,2313
136288,14436
136330,24500
136358,2358
136400,2297
136473,2051
136516,2483
136659,2502
136701,.
136765,2919
136774,33960
136950,39900
137032,18700
137078,2428
137096,1840
137148,12240
137209,2365
137272,17000
137281,2460
137315,3135
137351,4506
137476,25110
137537,14800
137546,36344
137564,17998
137759,1997
137777,12250
137801,15156
137810,15156
137847,23520
137953,7990
137962,11808
138187,1888
138275,17180
138293,20418
138309,12600
138354,3682
138558,2277
138600,33246
138655,8720
138664,8210
138682,1920
138691,2026
138716,3610
138761,12476
138789,3610
138813,17496
138840,1920
138868,16250
138901,2026
138929,.
138947,19012
138956,1920
138983,4512
139010,2025
139074,14000
139144,27450
139153,8640
139199,21908
139205,11800
139214,11970
139250,2846
139278,1920
139287,10440
139311,3610
139348,.
139357,1920
139366,3490
139384,1920
139393,27500
139463,2276
139533,16076
139579,16185
139621,2026
139630,15700
139658,42400
139700,1976
139719,4512
139746,5920
139755,7718
139764,3610
139773,2277
139861,6634
139904,4248
139931,3882
139940,6029
139959,7646
139968,2277
139986,1920
139995,9000
140003,9750
140012,1920
140085,1920
140146,.
140164,3888
140234,24302
140243,1920
140252,8467
140304,1920
140322,2277
140331,1920
140340,11880
140401,7464
140447,32166
140483,2277
140553,22482
140562,.
140599,2700
140669,3882
140678,1920
140696,29900
140720,11550
140818,19930
140827,18000
140872,17950
140942,1920
140951,31905
140960,3610
140988,18400
140997,2532
141006,1920
141015,16516
141060,20569
141097,4205
141158,1920
141167,13230
141185,17710
141237,15100
141255,1920
141264,3882
141307,2026
141325,19000
141334,3882
141361,23004
141468,12900
141486,19200
141565,5880
141574,8664
141644,18500
141680,2424
141796,2424
141802,2424
141811,2424
141839,2424
141936,.
141981,5592
141990,2424
142090,10160
142115,3991
142179,2022
142276,4418
142285,4230
142294,22600
142328,4338
142337,17748
142443,2848
142461,24790
142522,3570
142559,3640
142832,.
142887,27400
143048,38340
143084,34614
143118,19900
143215,6804
143233,.
143279,6120
143288,17282
143297,18840
143358,27940
143613,5348
143659,.
143853,.
143978,.
144005,6144
144014,.
144050,43581
144157,5561
144166,5561
144175,5561
144184,5561
144193,5561
144209,5561
144218,5561
144281,21200
144351,25942
144467,12912
144564,5700
144740,31650
144759,16076
144865,9285
144883,16800
144892,7780
144944,8688
144962,31450
144971,18650
145239,15080
145275,.
145336,5976
145354,10475
145372,22750
145460,18250
145497,17620
145521,3624
145558,.
145600,10466
145619,23217
145628,.
145637,12603
145646,37774
145682,7050
145691,26000
145707,7871
145725,35203
145770,12240
145813,9286
145831,8452
145886,.
146010,14400
146205,6480
146241,.
146278,6990
146296,7061
146339,26220
146348,4660
146366,5728
146384,.
146393,17059
146418,9210
146427,36138
146472,6720
146481,37660
146490,.
146506,5835
146533,12870
146603,8730
146612,25770
146621,23500
146667,15060
146676,16500
146685,4608
146719,33450
146728,.
146755,22680
146816,12000
146825,20400
146977,.
147004,8010
147013,24340
147031,.
147129,15198
147165,15225
147244,27852
147341,30450
147369,8800
147378,7740
147396,13900
147411,6624
147536,18855
147590,13987
147660,30891
147679,22090
147697,.
147703,8149
147749,16020
147767,43380
147776,6120
147800,8061
147828,27250
147916,7560
148007,6240
148016,25500
148131,24344
148140,11115
148177,17496
148256,4275
148292,6390
148335,22200
148380,7920
148399,13840
148405,26210
148487,25950
148496,27480
148511,32603
148575,15810
148584,26374
148593,15030
148627,27330
148654,6840
148672,8256
148724,.
148821,4140
148849,26510
148876,8760
148885,.
148937,4170
148982,.
148991,7020
149028,20134
149222,7635
149231,6256
149310,13500
149329,12000
149365,8640
149505,23098
149514,25400
149532,7680
149639,22776
149727,6607
149763,23278
149772,7415
149781,30120
149842,8736
150048,13650
150066,25400
150136,8318
150145,23930
150163,32280
150172,14680
150215,.
150251,12600
150288,.
150400,38280
150455,39200
150534,29740
150604,26710
150640,2500
150668,26900
150677,23290
150756,29668
150774,21892
150941,23300
150987,3335
151102,6001
151111,7623
151166,13500
151263,23590
151290,23970
151306,6085
151324,7898
151333,5949
151342,6138
151351,8750
151360,6043
151379,5960
151388,5964
151458,13560
151467,13880
151494,17748
151500,17748
151519,16542
151537,14400
151616,11304
151625,11304
151777,25850
151786,27300
151801,23164
151810,13860
151865,.
151944,11304
151962,9000
152080,42464
152099,18600
152248,5707
152266,5787
152318,38313
152336,23560
152363,27160
152381,26562
152390,32560
152451,.
152497,16200
152530,27850
152567,27660
152600,31170
152637,4483
152673,33300
152798,16236
152822,13800
152992,24520
153001,28314
153108,29060
153126,26100
153144,33900
153162,34480
153214,3990
153241,12000
153250,25100
153269,29410
153278,23540
153296,3456
153302,13750
153311,3936
153320,14560
153366,22330
153375,21436
153384,40628
153409,15327
153418,15327
153427,11025
153445,3836
153472,3456
153524,3960
153533,4654
153542,3600
153603,6648
153621,24300
153630,3870
153658,6678
153737,3990
153825,26813
153834,35950
153861,26000
153922,3456
153977,14460
154004,23780
154013,25400
154022,9648
154059,3758
154095,6648
154101,25590
154110,4800
154129,4140
154156,.
154174,8040
154235,25730
154262,16020
154350,28974
154378,4260
154396,4080
154493,24400
154518,18796
154527,31890
154536,.
154572,3072
154590,17500
154642,1600
154688,24470
154697,1824
154712,22550
154721,22024
154749,22600
154767,11304
154776,11304
154794,13365
154800,2670
154837,6480
154855,18750
154907,2340
154925,960
154934,1824
154952,1829
154998,1050
155007,6552
155025,4102
155052,3040
155061,3249
155070,11000
155089,22320
155098,1410
155104,1600
155140,0
155177,22282
155186,1800
155195,2144
155201,1232
155210,2970
155292,1860
155317,8000
155335,21388
155399,7317
155414,22600
155450,1380
155487,3895
155496,12768
155511,21216
155520,20500
155566,1664
155593,3492
155627,22400
155636,10740
155681,4386
155715,1728
155812,21500
155830,3069
155858,1408
155900,22606
155937,20950
155973,21160
156082,5400
156107,5191
156125,5205
156189,8500
156213,25140
156222,.
156231,3360
156286,31990
156295,20900
156338,3360
156356,18500
156365,21100
156392,3360
156408,35000
156417,5482
156541,18640
156620,7320
156648,3360
156727,.
156745,30770
156790,3360
156851,3360
156860,3360
156903,18000
156921,3360
157021,11412
157030,6300
157058,5496
157076,19640
157085,8610
157100,16448
157207,.
157216,21000
157270,18734
157289,9466
157298,.
157304,3360
157331,3360
157359,12100
157377,20700
157386,7284
157401,5880
157438,3360
157447,7872
157465,18000
157483,3360
157535,17050
157553,3360
157599,11304
157632,17976
157696,11304
157711,3360
157739,3360
157748,14304
157757,20550
157766,16320
157793,17520
157809,25390
157818,28645
157863,19990
157951,8472
158088,1186
158325,9300
158334,9300
158352,1421
158431,2371
158477,29500
158662,2371
158723,9590
158769,2371
158802,13650
158884,2371
159009,3932
159197,9562
159373,3767
159382,3739
159391,5193
159407,2334
159416,3882
159443,2370
159568,12150
159647,4777
159656,33846
159717,3747
159939,5164
159948,5880
159966,3924
159993,3988
160010,1421
160029,.
160038,3938
160065,8520
160074,9013
160409,13500
160481,2372
160524,16159
160579,2371
160612,3853
160621,5812
160630,3073
160649,2324
160658,3926
160667,2371
160755,41500
160904,17700
160913,1421
160940,10125
160959,37152
160968,.
160977,44040
161004,43676
161022,7665
161077,2580
161086,42460
161138,2580
161165,14190
161192,2580
161208,18500
161217,6510
161226,8352
161235,6600
161244,6660
161253,8370
161299,8800
161341,6600
161457,30750
161484,2580
161509,29380
161518,29000
161545,2580
161554,7590
161563,22160
161572,23000
161581,2580
161688,5880
161767,5580
161864,2288
161873,5818
162007,4683
162061,20976
162104,5550
162122,4608
162168,4128
162210,18900
162283,3854
162557,5688
162584,5464
162609,6048
162654,37072
162681,14840
162690,3984
162706,4176
162760,31840
162779,6210
162928,43390
163046,41026
163204,6024
163259,7498
163268,7085
163286,7175
163295,37900
163338,4493
163426,6870
163453,4676
163462,32224
163532,9700
163578,29850
163657,4128
163842,16460
163851,5576
163912,12245
163921,7720
163976,44554
164076,5660
164085,.
164155,0
164173,23562
164207,11147
164216,39208
164243,.
164270,35800
164313,5016
164368,27145
164438,7800
164447,29158
164465,43860
164474,.
164492,28752
164562,33390
164580,41888
164614,13500
164632,28532
164641,19987
164720,28900
164739,38130
164748,35450
164775,624
164872,16716
164915,.
164924,43140
164933,37300
164988,42400
165015,42390
165024,910
165033,576
165112,576
165167,13140
165194,576
165264,29270
165334,38100
165495,.
165529,31900
165574,31950
165644,25944
165662,33568
165671,33450
165699,27666
165705,.
165802,25780
165820,970
165866,970
165884,16950
165936,30740
165945,.
165981,624
166018,43580
166027,37576
166045,18240
166054,20895
166124,42800
166133,3384
166276,15220
166391,27800
166407,29400
166452,31200
166489,30600
166513,1454
166601,16200
166629,1714
166638,1714
166647,576
166656,26600
166674,10400
166683,41770
166692,1465
166708,.
166717,.
166823,576
166850,32720
166869,36700
166887,576
166911,25500
166939,41270
166948,26644
166957,600
166984,34178
167057,38000
167093,.
167181,.
167215,.
167224,23000
167251,26750
167260,31440
167288,1030
167312,600
167321,18552
167358,39320
167376,600
167394,27750
167455,23144
167464,.
167525,4296
167534,576
167598,33060
167631,624
167677,16750
167729,910
167783,33350
167792,44075
167835,41190
167899,31240
167905,750
167987,1417
167996,35110
168005,30672
168148,43688
168218,41824
168227,25900
168254,29738
168263,970
168281,43480
168290,29860
168342,44660
168421,40790
168430,970
168528,28606
168546,33600
168591,30700
168607,4980
168740,23700
168786,25070
168838,7740
168847,7740
168883,5098
169080,26480
169099,.
169187,10713
169220,.
169248,9855
169275,3882
169327,18480
169363,22464
169424,.
169442,33000
169479,12672
169521,4050
169628,.
169655,12100
169716,34530
169734,17040
169761,17040
169798,7701
169910,10192
169974,3312
169983,33946
169992,4154
170000,10460
170037,22690
170055,5160
170082,10078
170091,12480
170240,3240
170301,27650
170417,17748
170444,3816
170532,37392
170541,4216
170550,4251
170587,3840
170620,3840
170639,9540
170657,4860
170675,27300
170790,4061
170806,15180
170842,18520
170967,17976
170976,13625
171100,13211
171128,13095
171137,9876
171146,8676
171155,4128
171225,4320
171234,4920
171298,7740
171304,4052
171395,3840
171456,8064
171483,4645
171492,20040
171535,2142
171571,10706
171599,21150
171881,17400
172033,16405
172051,7682
172200,3810
172264,20532
172291,6014
172307,4177
172334,21998
172422,16200
172440,19980
172477,.
172608,10800
172617,3408
172635,2376
172644,9747
172671,3600
172699,9138
172705,.
172866,19433
172918,4817
172954,5010
172963,4349
172972,3150
173045,31292
173063,4950
173115,5190
173124,7145
173142,22810
173160,30700
173179,.
173203,4773
173258,44184
173300,30650
173328,29700
173416,5069
173452,11770
173461,4418
173489,15750
173559,4824
173629,15300
173638,5146
173647,37210
173665,33236
173683,20120
173708,4680
173735,4729
173799,4770
173805,4729
173887,17316
173896,.
173902,43472
173911,4836
173920,6667
173957,.
173984,12240
173993,4729
174020,6329
174066,12060
174075,10030
174118,14640
174127,31450
174136,4652
174154,11150
174206,14800
174233,11720
174251,11720
174279,15300
174358,6898
174376,4952
174385,12024
174394,15828
174428,4845
174437,18610
174473,4950
174482,17280
174491,26740
174507,10282
174525,14420
174570,3676
174604,4729
174738,4924
174747,35298
174756,4767
174783,6584
174792,34838
174817,27820
174844,39560
174862,22100
174899,30208
174914,33040
174932,25161
175005,24544
175014,14220
175041,4851
175078,6986
175139,.
175157,4729
175227,16277
175236,4839
175263,5353
175272,6860
175281,.
175315,4818
175342,4435
175421,19200
175430,8250
175519,2100
175528,15500
175573,2100
175616,5174
175643,1880
175652,2050
175786,1960
175810,1850
175829,1900
175856,5888
175883,2248
175935,2000
175980,29052
176008,2450
176017,6282
176026,6282
176035,5316
176044,5628
176053,13720
176071,2300
176080,6264
176169,2100
176178,2250
176239,2200
176318,8300
176336,4700
176354,1950
176372,6336
176406,9740
176451,.
176479,9750
176549,12747
176600,.
176619,.
176628,23100
176637,17748
176664,7040
176770,10802
176789,9920
176910,9600
176938,12412
176947,19990
176965,6288
177038,7920
177065,6007
177083,17534
177092,.
177117,16600
177126,.
177135,2520
177144,22250
177162,16076
177214,21500
177250,2424
177278,.
177302,13503
177339,17930
177418,20860
177427,.
177436,11800
177472,2916
177542,17150
177551,4680
177579,13560
177676,3288
177719,29547
177746,31992
177816,16222
177834,.
177870,3850
177940,6150
177968,14250
177977,4650
177986,4200
177995,4680
178004,9000
178059,22786
178110,9750
178208,6672
178217,3660
178226,14274
178244,19730
178305,16498
178341,5084
178350,13800
178369,17400
178387,4534
178396,8082
178402,7968
178411,8082
178420,7968
178448,3270
178518,.
178615,6978
178624,4189
178679,9920
178697,17900
178721,9688
178767,16200
178891,13944
178989,29100
179043,29100
179070,12798
179159,34740
179201,15696
179256,14400
179265,25117
179308,3780
179317,.
179326,18360
179344,3624
179450,12180
179511,19200
179539,3810
179548,27210
179557,5814
179566,6014
179645,4320
179715,3180
179742,.
179812,.
179867,42500
179894,23010
179919,15500
179946,19750
179955,29859
179964,19200
180054,1920
180081,2380
180106,26004
180151,6090
180160,1960
180179,4397
180197,4133
180203,1740
180212,1680
180249,2496
180258,19188
180276,2358
180328,2400
180373,3360
180416,5177
180461,5330
180489,4603
180522,3953
180595,22442
180647,5076
180692,3699
180814,6000
180832,10488
180878,11622
180902,2400
180948,4200
180984,23550
181002,31856
181020,24460
181093,16816
181127,23900
181145,5050
181215,5235
181242,15327
181297,11880
181303,2295
181312,2310
181330,25594
181376,11900
181394,5240
181400,14850
181419,4080
181428,8220
181446,25468
181464,6480
181491,2356
181534,4200
181543,4800
181604,24830
181640,2430
181738,18990
181756,11374
181765,4176
181783,4200
181792,2000
181817,1920
181853,13760
182005,2265
182111,17316
182148,15426
182281,6089
182290,6105
182306,2265
182430,6324
182458,26945
182500,2265
182564,2265
182634,35810
182661,15090
182670,43782
182795,28250
182829,.
182865,11844
182908,6480
182917,18500
182980,31394
183026,27720
183044,13670
183062,10410
183071,13350
183080,10410
183099,6720
183105,6720
183114,6720
183123,6720
183132,6720
183141,6720
183150,6720
183211,26430
183239,32710
183248,11435
183257,6840
183275,19200
183600,5060
183655,4620
183743,6480
183789,21900
183804,16816
183822,23850
183859,5544
183877,3240
183910,26990
183938,3150
183974,28500
184047,13342
184135,15182
184153,4500
184180,6960
184205,3600
184269,16076
184348,41688
184357,8600
184481,5208
184603,32852
184612,27800
184694,35412
184773,26740
184782,8906
184791,3350
184959,13383
184968,16674
184995,6615
185129,7359
185174,18200
185262,6925
185509,3696
185536,4896
185572,29082
185590,7982
185624,11270
185651,6720
185679,6720
185758,.
185828,12400
185873,3120
186034,3075
186122,.
186131,38650
186186,10700
186201,8480
186283,32820
186371,10356
186380,10356
186399,10356
186405,5332
186423,11072
186432,30320
186469,3750
186584,32700
186618,28026
186645,3810
186867,41670
186876,7948
186900,11000
187046,5508
187134,10102
187198,5376
187222,10528
187444,7197
187532,1158
187596,2400
187620,1680
187639,1008
187648,2924
187666,1417
187745,3120
187897,2653
187903,1248
187912,1571
187958,1454
187967,4828
187976,1500
187985,4826
187994,2160
188003,1536
188021,1860
188030,4766
188049,1471
188058,2411
188100,984
188137,1545
188146,27457
188182,14280
188207,.
188216,0
188225,1632
188261,1152
188304,3200
188340,18900
188429,27870
188438,3664
188465,10950
188517,14804
188526,26900
188535,.
188580,.
188641,26884
188669,10655
188678,29900
188687,12420
188696,12999
188854,31008
188942,6900
189015,.
189088,44176
189097,41850
189228,21900
189264,7300
189273,7100
189282,14280
189413,11000
189422,10440
189459,16347
189501,.
189547,3820
189556,14439
189565,14923
189574,14901
189583,14563
189592,14630
189653,12480
189705,30780
189811,20000
189839,3950
189848,27550
189857,6700
189981,.
190008,13500
190044,37770
190053,3820
190071,4786
190080,.
190099,44330
190114,16830
190150,45028
190169,3792
190248,26500
190372,38550
190415,43185
190424,.
190442,3950
190451,8676
190503,25900
190512,5430
190521,3900
190530,3900
190549,5430
190558,5430
190567,5430
190576,5430
190585,3900
190594,5430
190600,5430
190619,3900
190628,3900
190637,5430
190646,5430
190655,5430
190664,5430
190673,3900
190682,.
190691,5430
190716,21930
190725,22620
190734,5000
190761,23200
190770,25324
190840,3100
190956,7863
190974,14400
190983,36600
191083,3900
191126,4200
191199,3654
191205,19800
191241,41000
191302,3444
191320,.
191339,3550
191384,14100
191393,14100
191515,43910
191533,36650
191597,16293
191612,3640
191621,18800
191630,43484
191649,34400
191676,26774
191719,3900
191764,7800
191931,29490
191959,15300
191968,37000
191986,4050
192004,10500
192022,3744
192040,16420
192110,35140
192156,10000
192165,7800
192192,25530
192271,22420
192323,28470
192439,31168
192448,31202
192509,13299
192554,.
192563,31202
192624,8900
192688,12338
192703,30100
192712,34640
192749,34020
192785,10200
192800,8480
192819,29500
192864,24482
192925,22678
192961,7705
192970,4500
193016,16996
193052,8500
193061,8600
193070,9400
193201,8952
193247,5125
193283,3580
193292,23410
193308,12048
193326,3140
193353,24390
193380,10000
193399,27860
193405,.
193478,3990
193584,27090
193645,29330
193654,37538
193751,.
193788,8064
193821,.
193830,.
193894,.
193900,40878
193946,3696
193973,26100
194028,3900
194073,.
194091,28020
194116,22356
194161,22250
194189,8200
194204,11600
194222,4050
194240,4100
194310,35320
194392,21188
194499,9900
194541,38334
194569,10990
194578,39282
194611,9130
194657,11400
194666,8960
194675,8000
194693,10200
194718,6550
194736,8800
194763,8000
194824,43350
194958,25350
194967,12744
195003,32784
195030,42890
195049,.
195058,4025
195128,27000
195155,.
195164,27762
195173,18500
195191,11912
195216,44075
195234,25722
195243,24610
195289,8144
195304,45900
195322,3384
195438,9000
195474,29950
195492,11000
195526,43138
195544,19500
195571,.
195580,.
195669,6000
195687,13000
195702,6500
195720,26810
195784,20000
195793,5000
195809,34995
195845,12750
195988,4474
196006,5570
196015,5570
196024,5570
196033,5570
196042,5570
196051,5570
196060,5570
196079,5570
196088,5570
196097,5570
196103,5570
196112,5570
196121,5570
196130,5570
196149,5570
196158,5570
196167,5570
196176,5570
196185,5570
196194,5570
196200,5570
196219,5570
196228,.
196237,5570
196246,5570
196255,5570
196264,5570
196291,5570
196307,5570
196389,12160
196413,37610
196431,8100
196440,4900
196468,.
196477,12710
196565,4150
196583,10150
196592,14550
196653,14400
196680,.
196699,4130
196866,44748
196884,.
197018,10800
197027,0
197036,0
197045,31410
197081,12350
197133,45580
197142,16800
197151,31030
197197,37240
197221,0
197230,33200
197285,19710
197294,4280
197522,16730
197531,7280
197601,7600
197610,8100
197647,10200
197674,7600
197692,14050
197708,35500
197735,7000
197744,10700
197814,2208
197832,17028
197850,2208
197869,3542
197887,1866
197911,22278
197966,2208
197984,27622
197993,14614
198011,1932
198039,2208
198066,23900
198084,2208
198109,10720
198118,2208
198136,24100
198154,2208
198206,2208
198215,26040
198233,2294
198242,17700
198251,2208
198260,2208
198303,21600
198321,2128
198330,2208
198367,1656
198376,1656
198385,40405
198419,42308
198455,1748
198464,3758
198491,2208
198507,2582
198516,28633
198534,2208
198543,2585
198552,1656
198561,24250
198570,2208
198598,25300
198613,31000
198622,2208
198640,2208
198668,2208
198677,6720
198695,.
198710,2208
198729,2208
198747,8160
198756,15466
198774,2208
198808,23450
198817,2208
198835,27718
198862,13404
198871,12934
198899,22156
198905,1356
198914,2208
198923,1656
198941,5175
198950,29106
198969,26600
198978,9540
198987,2208
199023,2208
199032,22684
199069,16800
199087,2208
199102,3070
199111,3476
199120,5823
199139,3453
199148,3779
199157,3244
199184,5270
199193,5748
199209,25710
199218,3743
199263,2208
199272,23700
199281,3012
199306,22500
199315,11440
199324,2208
199333,1894
199412,27576
199421,1656
199449,2208
199458,11680
199467,2208
199476,1932
199485,1656
199494,2208
199582,12364
199607,23478
199625,2208
199634,2225
199643,11160
199698,22674
199722,2317
199731,1932
199740,2208
199768,1050
199786,2130
199795,2208
199838,1656
199847,42700
199856,2208
199865,27372
199883,13550
199892,2208
199908,2208
199926,2208
199953,2208
199962,22540
199971,3750
199999,2807
200004,3397
200013,12600
200022,2691
200059,4524
200086,3600
200156,17450
200192,3065
200208,3000
200217,13600
200226,4484
200244,10312
200253,4702
200280,5938
200305,3588
200314,3120
200332,6135
200341,3021
200466,3600
200484,11900
200527,1776
200554,4410
200572,4657
200590,8721
200624,19524
200633,12850
200697,.
200785,10665
200800,8284
200846,5940
200873,4800
201016,15426
201061,23950
201104,27930
201140,20400
201177,16456
201195,27060
201283,2448
201371,26976
201399,12017
201432,4614
201441,8914
201469,15246
201548,31364
201645,40120
201654,25496
201672,4200
201690,3550
201751,8450
201803,6800
201821,14060
201858,14766
201867,16875
201885,9124
201928,4265
201946,4490
201955,5170
201964,16100
201973,2754
202046,32960
202073,40300
202134,9264
202152,5550
202161,13980
202170,27504
202222,3400
202356,3753
202435,13968
202480,32000
202514,26740
202523,41380
202541,16076
202611,11550
202648,3410
202684,14657
202763,28080
202806,9960
202903,5800
202912,15611
203067,.
203085,24000
203128,27615
203155,2880
203289,14560
203313,17748
203331,3330
203368,32130
203386,15466
203447,5472
203456,5472
203465,5472
203474,5472
203483,5472
203492,5472
203517,9672
203526,5472
203535,42780
203544,9576
203580,25976
203599,3936
203678,4312
203720,7740
203739,7740
203748,3179
203757,16950
203775,23860
203845,30090
203881,3984
203960,10260
203997,.
204006,4562
204015,4562
204024,11270
