UNITID,TUITION2
195030,37870
195049,.
195058,3425
195128,27000
195137,27000
195155,.
195164,24920
195173,16040
195191,11220
195216,39520
195234,22324
195243,20670
195289,6243
195304,41040
195322,3150
195429,.
195438,8000
195474,25060
195492,10600
195526,39600
195544,16200
195562,16200
195571,.
195580,.
195669,6000
195687,11530
195702,5000
195720,23850
195784,16626
195793,4600
195809,29350
195845,11550
195988,3704
196006,4970
196015,4970
196024,4970
196033,4970
196042,4970
196051,4970
196060,4970
196079,4970
196088,4970
196097,4970
196103,4970
196112,4970
196121,4970
196130,4950
196149,4970
196158,4970
196167,4970
196176,4970
196185,4970
196194,4970
196200,4970
196219,4970
196228,.
196237,4970
196246,4970
196255,4970
196264,4970
196291,4970
196307,4970
196389,9455
196413,33630
196431,6400
196440,4900
196468,.
196477,11120
196565,3580
196583,8950
196592,13300
196653,11972
196680,.
196699,3620
196866,.
196884,.
197018,7000
197027,0
197036,0
197045,27764
197081,11340
197133,41335
197142,14380
197151,26800
197197,32430
197221,0
197230,28180
197285,17685
197294,3550
197522,16080
197531,6900
197601,6250
197610,6500
197647,9400
197674,6700
197692,14500
197708,31594
197735,5700
197744,9800
197814,1600
197832,21888
197850,1600
197869,2341
197887,1200
197911,19100
197966,1600
197984,20356
197993,13258
198011,1400
198039,1600
198066,20900
198084,1600
198109,9660
198118,1600
198136,20700
198154,1600
198206,1650
198215,23740
198233,1687
198242,15000
198251,1600
198260,1600
198303,18850
198321,1344
198330,1600
198367,1200
198376,1200
198385,34776
198419,37485
198455,1600
198464,2491
198491,1600
198507,1681
198516,25159
198534,1600
198543,1905
198552,1416
198561,20780
198570,1600
198598,23080
198613,27120
198622,1600
198640,1600
198668,1600
198677,6240
198695,.
198710,1600
198729,1600
198747,10000
198756,13361
198774,1600
198808,21625
198817,1600
198835,24200
198862,11354
198871,12125
198899,18867
198905,1518
198914,1600
198923,1600
198941,4440
198950,24440
198969,22620
198978,15936
198987,1600
199023,1600
199032,20196
199069,14446
199087,1600
199102,1994
199111,2389
199120,3865
199139,2516
199148,2590
199157,2264
199184,3357
199193,3953
199209,21780
199218,2565
199263,1600
199272,23958
199281,2060
199306,19040
199315,11170
199324,1500
199333,1600
199412,22730
199421,1200
199449,1600
199458,9920
199467,1600
199476,1468
199485,1200
199494,1600
199582,12004
199607,21030
199625,1600
199634,1600
199643,9336
199698,21190
199722,1200
199731,1400
199740,1600
199768,1600
199786,1600
199795,1600
199838,1200
199847,38206
199856,1600
199865,23896
199883,12700
199892,1600
199908,1600
199926,1600
199953,1600
199962,18990
199971,3215
199999,1769
200004,2106
200013,13140
200022,2691
200059,4160
200086,3240
200156,14432
200192,3065
200208,2280
200217,12360
200226,4124
200244,9720
200253,4325
200280,5461
200305,3592
200314,3120
200332,5448
200341,2618
200466,3600
200484,11550
200527,1776
200554,2800
200572,4568
200590,7248
200624,13947
200633,12168
200697,.
200785,14192
200800,7345
200846,5267
200873,4440
201016,12600
201061,21500
201104,24828
201140,18000
201177,14620
201195,24230
201283,2748
201371,23594
201399,9288
201432,4022
201441,7778
201469,14670
201487,3000
201548,28480
201645,35900
201654,22304
201672,3600
201690,2890
201751,7750
201803,6500
201821,7950
201858,12380
201867,16875
201885,7896
201928,4411
201946,3861
201955,4551
201964,13600
201973,2455
202046,29870
202073,33750
202134,7920
202152,5350
202161,13200
202170,23688
202189,20658
202222,2844
202268,6820
202356,3194
202435,8748
202480,27510
202514,22375
202523,35650
202541,14080
202611,9750
202648,3090
202684,14670
202763,25016
202806,7928
202903,4800
202912,14892
203049,.
203067,.
203076,.
203085,20826
203128,26435
203155,2520
203164,6228
203289,10200
203313,16848
203331,2880
203368,27940
203386,14490
203447,4938
203456,4938
203465,4938
203474,4938
203483,4938
203492,4938
203517,8726
203526,4938
203535,39810
203544,8040
203580,23950
203599,3419
203678,3323
203720,7740
203739,7740
203748,2858
203757,10752
203775,20730
203818,12990
203845,26386
203881,4040
203960,8850
203997,.
204006,4098
204015,4098
204024,10122
204060,11412
204176,14335
204185,23630
204194,19730
204200,22000
204255,3825
204264,19190
204307,11474
204316,10116
204422,2448
204440,3000
204468,22192
204477,.
204486,13100
204501,39686
204547,.
204592,10763
204617,24116
204626,19903
204635,31626
204662,5625
204671,5427
204680,5427
204699,5427
204705,5427
204796,7983
204802,4461
204820,4647
204839,4461
204848,4647
204857,8973
204866,4647
204884,9590
204893,7379
204909,34570
204936,27321
204945,2580
204990,.
205027,16701
205054,12928
205090,11203
205124,7400
205179,9721
205203,18260
205391,21350
205443,5184
205470,3150
205513,9600
205522,12960
205531,12960
205559,12960
205568,12960
205610,9576
205647,15824
205692,10500
205708,14000
205717,15200
205726,10500
205841,3048
205887,8280
205957,19250
205966,3390
206002,8604
206011,3341
206039,10325
206048,17730
206084,6815
206093,14275
206154,4800
206215,.
206224,12096
206279,10896
206288,.
206330,19600
206349,22770
206394,15300
206437,20550
206446,3420
206491,11240
206507,23786
206516,.
206525,33890
206589,34690
206604,7263
206613,5064
206622,27900
206631,16848
206695,6727
206817,9700
206835,16870
206862,17040
206914,2805
206923,1224
206941,3681
206996,1587
207041,3012
207050,2070
207069,2903
207157,8100
207209,2640
207236,2430
207254,14570
207263,3210
207281,1589
207290,1737
207306,3604
207315,.
207324,14690
207342,3537
207351,2738
207388,3941
207397,2311
207403,16242
207449,1817
207458,22250
207500,3537
207537,10362
207564,2760
207582,18476
207661,2729
207670,1935
207689,15394
207722,2616
207740,1725
207847,3639
207856,10500
207865,3360
207935,1493
207971,26722
208035,2488
208239,21015
208275,3060
208318,3276
208390,3150
208406,3465
208415,2592
208488,22900
208646,5109
208725,9900
208822,25860
208965,16848
209038,2916
209056,34995
209065,28760
209074,2887
209108,16920
209241,12217
209250,3195
209287,14520
209296,.
209409,22900
209490,10692
209506,5130
209533,19940
209542,5436
209551,6180
209603,22320
209612,29290
209746,2664
209807,5321
209825,30800
209922,39440
209940,2628
210076,10166
210146,4788
210155,2898
210234,3285
210270,3285
210304,22660
210331,22950
210368,.
210401,35400
210429,5640
210438,7540
210456,7500
210492,9741
210508,.
210571,30800
210605,4774
210669,33240
210739,26000
210775,23900
210809,.
210890,19200
210906,25110
210942,21600
210960,22700
211024,15480
211079,5370
211088,30780
211130,.
211158,5554
211200,14160
211246,11100
211273,37120
211291,40594
211307,5940
211343,4740
211352,30120
211361,5554
211370,.
211398,9150
211431,20854
211440,39470
211468,27735
211477,13140
211556,27270
211583,27000
211608,5554
211644,5554
211893,0
211909,10950
211927,5580
211954,16350
211981,25692
212009,39780
212018,.
212045,8808
212054,29800
212072,9225
212090,36738
212106,24385
212115,5554
212133,23770
212160,5554
212197,31800
212425,8130
212434,11500
212443,.
212568,10350
212577,39930
212601,23745
212656,21400
212674,38690
212771,12200
212805,12590
212832,23730
212869,17900
212878,5310
